ensembl_gene_id	gene_biotype	gene	percentage_gene_gc_content	total_counts	n_cells_by_counts
ENSG00000185359	protein_coding	HGS	60.6	1570	1367
ENSG00000185379	protein_coding	RAD51D	47.17	671	638
ENSG00000185386	protein_coding	MAPK11	65.39	22	18
ENSG00000185414	protein_coding	MRPL30	40.16	6775	4603
ENSG00000185418	protein_coding	TARSL2	41.06	1116	986
ENSG00000185420	protein_coding	SMYD3	40.6	484	449
ENSG00000185432	protein_coding	METTL7A	42.86	969	916
ENSG00000185442	protein_coding	FAM174B	44.69	528	439
ENSG00000185477	protein_coding	GPRIN3	38.96	21	19
ENSG00000185480	protein_coding	PARPBP	36.45	8	5
ENSG00000185504	protein_coding	FAAP100	61.6	493	467
ENSG00000185507	protein_coding	IRF7	67.06	38	17
ENSG00000185515	protein_coding	BRCC3	37.76	1429	1278
ENSG00000185518	protein_coding	SV2B	42.5	63	61
ENSG00000185519	protein_coding	FAM131C	57.98	229	193
ENSG00000185551	protein_coding	NR2F2	48.74	689	473
ENSG00000185559	protein_coding	DLK1	55.89	16	8
ENSG00000185565	protein_coding	LSAMP	37.2	4168	2079
ENSG00000185567	protein_coding	AHNAK2	57.29	11	9
ENSG00000185591	protein_coding	SP1	45.65	569	539
ENSG00000185608	protein_coding	MRPL40	51.63	2115	1836
ENSG00000185619	protein_coding	PCGF3	56.09	996	916
ENSG00000185621	protein_coding	LMLN	40.24	89	83
ENSG00000185624	protein_coding	P4HB	55.74	5093	3771
ENSG00000185627	protein_coding	PSMD13	43.98	2200	1908
ENSG00000185630	protein_coding	PBX1	41.67	2133	1563
ENSG00000185633	protein_coding	NDUFA4L2	62.05	22	18
ENSG00000185634	protein_coding	SHC4	39.98	21	19
ENSG00000185650	protein_coding	ZFP36L1	53.26	266	240
ENSG00000185651	protein_coding	UBE2L3	49.73	5674	4288
ENSG00000185658	protein_coding	BRWD1	38.65	2312	1982
ENSG00000185721	protein_coding	DRG1	44.4	1560	1391
ENSG00000185722	protein_coding	ANKFY1	44.9	1114	1025
ENSG00000185728	protein_coding	YTHDF3	37.56	1135	1035
ENSG00000185736	protein_coding	ADARB2	47.83	708	476
ENSG00000185737	protein_coding	NRG3	37.51	28	22
ENSG00000185742	protein_coding	C11orf87	44.27	1532	978
ENSG00000185753	protein_coding	CXorf38	45.21	658	610
ENSG00000185760	protein_coding	KCNQ5	37.35	285	239
ENSG00000185774	protein_coding	KCNIP4	37.71	69	62
ENSG00000185787	protein_coding	MORF4L1	45.4	6028	3774
ENSG00000185798	protein_coding	WDR53	43.07	397	380
ENSG00000185800	protein_coding	DMWD	57.64	2181	1851
ENSG00000185803	protein_coding	SLC52A2	65.97	561	539
ENSG00000185808	protein_coding	PIGP	42.2	4165	3304
ENSG00000185811	protein_coding	IKZF1	43.45	426	371
ENSG00000185813	protein_coding	PCYT2	64.46	11655	6169
ENSG00000185818	protein_coding	NAT8L	66.04	2576	1384
ENSG00000185825	protein_coding	BCAP31	54.21	5489	3882
ENSG00000185842	protein_coding	DNAH14	37.4	898	741
ENSG00000185875	protein_coding	THNSL1	37.78	109	103
ENSG00000185896	protein_coding	LAMP1	50.64	44364	10901
ENSG00000185900	protein_coding	POMK	45.29	420	386
ENSG00000185905	protein_coding	C16orf54	56.6	24	22
ENSG00000185909	protein_coding	KLHDC8B	58.07	921	808
ENSG00000185917	protein_coding	SETD4	44.84	101	95
ENSG00000185920	protein_coding	PTCH1	47.49	1975	1693
ENSG00000185924	protein_coding	RTN4RL1	54.35	323	303
ENSG00000185942	protein_coding	NKAIN3	37.47	183	151
ENSG00000185946	protein_coding	RNPC3	35.03	975	904
ENSG00000185947	protein_coding	ZNF267	38.78	615	548
ENSG00000185950	protein_coding	IRS2	46.75	1109	1008
ENSG00000185963	protein_coding	BICD2	51.36	2452	2106
ENSG00000185989	protein_coding	RASA3	56.73	2027	1754
ENSG00000186001	protein_coding	LRCH3	40.91	424	404
ENSG00000186010	protein_coding	NDUFA13	53.15	31422	9858
ENSG00000186017	protein_coding	ZNF566	40.96	24	22
ENSG00000186047	protein_coding	DLEU7	39.9	869	640
ENSG00000186063	protein_coding	AIDA	38.46	1494	1284
ENSG00000186088	protein_coding	GSAP	40.16	16	14
ENSG00000186106	protein_coding	ANKRD46	39.74	3694	2876
ENSG00000186111	protein_coding	PIP5K1C	60.55	1290	1006
ENSG00000186130	protein_coding	ZBTB6	36.77	218	199
ENSG00000186132	protein_coding	C2orf76	39.21	275	264
ENSG00000186141	protein_coding	POLR3C	42.76	508	483
ENSG00000186153	protein_coding	WWOX	42.64	597	570
ENSG00000186166	protein_coding	CCDC84	45.88	306	285
ENSG00000186174	protein_coding	BCL9L	59.25	506	472
ENSG00000186184	protein_coding	POLR1D	40.03	4444	3352
ENSG00000186187	protein_coding	ZNRF1	45.85	2207	1862
ENSG00000186222	protein_coding	BLOC1S4	52.72	2040	1826
ENSG00000186231	protein_coding	KLHL32	38.88	610	480
ENSG00000186283	protein_coding	TOR3A	52.39	67	60
ENSG00000186297	protein_coding	GABRA5	43.45	406	290
ENSG00000186310	protein_coding	NAP1L3	42.36	1001	897
ENSG00000186314	protein_coding	PRELID2	38.53	13	10
ENSG00000186318	protein_coding	BACE1	49.51	6328	4367
ENSG00000186340	protein_coding	THBS2	49.53	170	145
ENSG00000186350	protein_coding	RXRA	62.16	431	405
ENSG00000186352	protein_coding	ANKRD37	45.33	868	789
ENSG00000186377	protein_coding	CYP4X1	39.11	140	125
ENSG00000186416	protein_coding	NKRF	42.93	259	246
ENSG00000186432	protein_coding	KPNA4	37.19	981	924
ENSG00000186462	protein_coding	NAP1L2	40.34	579	492
ENSG00000186468	protein_coding	RPS23	44.59	53332	12013
ENSG00000186469	protein_coding	GNG2	40.23	3247	1596
ENSG00000186472	protein_coding	PCLO	33.81	3354	1794
ENSG00000186479	protein_coding	RGS7BP	39.06	3193	1568
ENSG00000186480	protein_coding	INSIG1	44.41	2388	1985
ENSG00000186487	protein_coding	MYT1L	44.5	2651	1321
ENSG00000186501	protein_coding	TMEM222	51.87	3201	2493
ENSG00000186517	protein_coding	ARHGAP30	49.52	87	78
ENSG00000186522	protein_coding	SEPTIN10	40.32	29	28
ENSG00000186529	protein_coding	CYP4F3	45.74	520	488
ENSG00000186532	protein_coding	SMYD4	46.16	789	717
ENSG00000186566	protein_coding	GPATCH8	40.95	2849	2414
ENSG00000186575	protein_coding	NF2	45.79	745	691
ENSG00000186591	protein_coding	UBE2H	41.85	3562	2837
ENSG00000186625	protein_coding	KATNA1	42.14	519	486
ENSG00000186635	protein_coding	ARAP1	54.91	694	666
ENSG00000186642	protein_coding	PDE2A	55.35	1110	747
ENSG00000186654	protein_coding	PRR5	56.73	80	73
ENSG00000186660	protein_coding	ZFP91	36.5	2412	2058
ENSG00000186665	protein_coding	C17orf58	52.41	80	68
ENSG00000186666	protein_coding	BCDIN3D	45.05	459	431
ENSG00000186687	protein_coding	LYRM7	38.04	328	302
ENSG00000186716	protein_coding	BCR	53.07	894	762
ENSG00000186732	protein_coding	MPPED1	52.28	2028	1199
ENSG00000186812	protein_coding	ZNF397	41.49	709	672
ENSG00000186815	protein_coding	TPCN1	50.56	935	847
ENSG00000186834	protein_coding	HEXIM1	48.22	1214	1098
ENSG00000186862	protein_coding	PDZD7	55.56	9	7
ENSG00000186866	protein_coding	POFUT2	52.95	1591	1460
ENSG00000186867	protein_coding	QRFPR	38.7	38	16
ENSG00000186868	protein_coding	MAPT	49.7	20847	8501
ENSG00000186889	protein_coding	TMEM17	39.28	364	350
ENSG00000186908	protein_coding	ZDHHC17	36.11	2879	2384
ENSG00000186918	protein_coding	ZNF395	48.08	221	206
ENSG00000186976	protein_coding	EFCAB6	42.97	123	101
ENSG00000186994	protein_coding	KANK3	55.19	91	86
ENSG00000187024	protein_coding	PTRH1	53.92	91	85
ENSG00000187049	protein_coding	TMEM216	48.25	409	389
ENSG00000187051	protein_coding	RPS19BP1	54.54	3210	2655
ENSG00000187068	protein_coding	C3orf70	39.96	1774	1562
ENSG00000187094	protein_coding	CCK	47.79	5664	1302
ENSG00000187097	protein_coding	ENTPD5	44.47	2245	1913
ENSG00000187098	protein_coding	MITF	38.57	529	491
ENSG00000187109	protein_coding	NAP1L1	37.15	3211	2471
ENSG00000187118	protein_coding	CMC1	35.93	1345	1228
ENSG00000187123	protein_coding	LYPD6	39.87	3026	1084
ENSG00000187135	protein_coding	VSTM2B	51.2	1991	1175
ENSG00000187147	protein_coding	RNF220	47.21	6713	4583
ENSG00000187164	protein_coding	SHTN1	39.09	2022	1740
ENSG00000187189	protein_coding	TSPYL4	47.62	7343	4038
ENSG00000187210	protein_coding	GCNT1	41.98	98	86
ENSG00000187231	protein_coding	SESTD1	36.91	242	228
ENSG00000187239	protein_coding	FNBP1	43.76	10206	5754
ENSG00000187240	protein_coding	DYNC2H1	35.1	614	560
ENSG00000187257	protein_coding	RSBN1L	39.26	1896	1685
ENSG00000187258	protein_coding	NPSR1	39.67	158	145
ENSG00000187325	protein_coding	TAF9B	38.33	1408	1258
ENSG00000187391	protein_coding	MAGI2	36.83	2345	2024
ENSG00000187398	protein_coding	LUZP2	35.15	1689	1380
ENSG00000187416	protein_coding	LHFPL3	40.02	170	156
ENSG00000187446	protein_coding	CHP1	44.02	2046	1733
ENSG00000187479	protein_coding	C11orf96	53.15	3612	2675
ENSG00000187498	protein_coding	COL4A1	44.9	56	50
ENSG00000187522	protein_coding	HSPA14	39.43	758	723
ENSG00000187531	protein_coding	SIRT7	57.63	1918	1727
ENSG00000187535	protein_coding	IFT140	54.44	57	53
ENSG00000187546	protein_coding	AGMO	34.99	82	77
ENSG00000187555	protein_coding	USP7	46.24	1568	1388
ENSG00000187556	protein_coding	NANOS3	56.97	94	87
ENSG00000187566	protein_coding	NHLRC1	52.28	403	389
ENSG00000187601	protein_coding	MAGEH1	47.5	2410	1941
ENSG00000187605	protein_coding	TET3	46.75	1883	1661
ENSG00000187607	protein_coding	ZNF286A	39.97	149	135
ENSG00000187608	protein_coding	ISG15	56.44	36	22
ENSG00000187634	protein_coding	SAMD11	66.58	99	87
ENSG00000187650	protein_coding	VMAC	53.24	365	349
ENSG00000187664	protein_coding	HAPLN4	58.5	493	390
ENSG00000187672	protein_coding	ERC2	40.68	558	452
ENSG00000187676	protein_coding	B3GLCT	41.07	317	299
ENSG00000187678	protein_coding	SPRY4	51.21	166	147
ENSG00000187688	protein_coding	TRPV2	53.24	288	263
ENSG00000187699	protein_coding	C2orf88	37.45	2264	1936
ENSG00000187713	protein_coding	TMEM203	56.8	1630	1462
ENSG00000187720	protein_coding	THSD4	42.5	74	68
ENSG00000187730	protein_coding	GABRD	62.51	597	405
ENSG00000187735	protein_coding	TCEA1	39.4	1442	1329
ENSG00000187736	protein_coding	NHEJ1	43.12	24	22
ENSG00000187742	protein_coding	SECISBP2	42.36	1170	1078
ENSG00000187764	protein_coding	SEMA4D	51.34	927	869
ENSG00000187778	protein_coding	MCRS1	55.11	1972	1781
ENSG00000187790	protein_coding	FANCM	37.51	88	80
ENSG00000187806	protein_coding	TMEM202	41.11	95	87
ENSG00000187815	protein_coding	ZFP69	41	20	18
ENSG00000187837	protein_coding	HIST1H1C	57.48	5578	3559
ENSG00000187838	protein_coding	PLSCR3	58.44	575	538
ENSG00000187840	protein_coding	EIF4EBP1	49.17	327	300
ENSG00000187860	protein_coding	CCDC157	54.68	81	72
ENSG00000187866	protein_coding	FAM122A	40.6	1725	1534
ENSG00000187902	protein_coding	SHISA7	56.95	542	461
ENSG00000187954	protein_coding	CYHR1	61.94	4498	3426
ENSG00000187955	protein_coding	COL14A1	38.77	18	15
ENSG00000187957	protein_coding	DNER	41.04	3417	1864
ENSG00000187961	protein_coding	KLHL17	67.87	775	746
ENSG00000187994	protein_coding	RINL	53.23	280	253
ENSG00000188010	protein_coding	MORN2	39.59	1322	1154
ENSG00000188021	protein_coding	UBQLN2	44.3	2960	2394
ENSG00000188026	protein_coding	RILPL1	50.55	1356	1249
ENSG00000188038	protein_coding	NRN1L	55.53	206	197
ENSG00000188042	protein_coding	ARL4C	50.41	4635	2442
ENSG00000188060	protein_coding	RAB42	58.17	139	126
ENSG00000188064	protein_coding	WNT7B	60.21	17	15
ENSG00000188070	protein_coding	C11orf95	61.54	206	190
ENSG00000188089	protein_coding	PLA2G4E	50.21	33	27
ENSG00000188157	protein_coding	AGRN	65.71	1297	1140
ENSG00000188158	protein_coding	NHS	42.34	286	250
ENSG00000188167	protein_coding	TMPPE	51.17	188	177
ENSG00000188176	protein_coding	SMTNL2	57.24	220	206
ENSG00000188177	protein_coding	ZC3H6	36.91	998	848
ENSG00000188186	protein_coding	LAMTOR4	53.24	8476	5741
ENSG00000188191	protein_coding	PRKAR1B	54.13	5234	1893
ENSG00000188215	protein_coding	DCUN1D3	43.1	486	437
ENSG00000188229	protein_coding	TUBB4B	63.28	3630	2584
ENSG00000188283	protein_coding	ZNF383	41.4	154	143
ENSG00000188322	protein_coding	SBK1	52.79	983	887
ENSG00000188338	protein_coding	SLC38A3	58.43	16	14
ENSG00000188342	protein_coding	GTF2F2	39.12	828	790
ENSG00000188343	protein_coding	FAM92A	38.54	2356	1896
ENSG00000188352	protein_coding	FOCAD	36.92	245	230
ENSG00000188385	protein_coding	JAKMIP3	52.78	1453	1256
ENSG00000188419	protein_coding	CHM	36.96	1110	983
ENSG00000188428	protein_coding	BLOC1S5	39.98	1130	1018
ENSG00000188467	protein_coding	SLC24A5	35.31	640	570
ENSG00000188483	protein_coding	IER5L	64.98	204	185
ENSG00000188486	protein_coding	H2AFX	66.42	1706	1432
ENSG00000188487	protein_coding	INSC	43.7	3708	2861
ENSG00000188493	protein_coding	C19orf54	54.97	110	103
ENSG00000188517	protein_coding	COL25A1	36.89	499	252
ENSG00000188529	protein_coding	SRSF10	38.94	2443	2161
ENSG00000188542	protein_coding	DUSP28	53.35	1062	916
ENSG00000188549	protein_coding	CCDC9B	58.79	31	29
ENSG00000188554	protein_coding	NBR1	44.16	3695	2977
ENSG00000188559	protein_coding	RALGAPA2	40.43	496	470
ENSG00000188566	protein_coding	NDOR1	59.32	407	395
ENSG00000188580	protein_coding	NKAIN2	36.1	1998	1717
ENSG00000188582	protein_coding	PAQR9	41.68	632	517
ENSG00000188603	protein_coding	CLN3	50.61	630	602
ENSG00000188611	protein_coding	ASAH2	38.15	86	80
ENSG00000188612	protein_coding	SUMO2	46.28	33	31
ENSG00000188613	protein_coding	NANOS1	50.91	351	324
ENSG00000188643	protein_coding	S100A16	57.24	27511	7541
ENSG00000188659	protein_coding	SAXO2	37.38	511	481
ENSG00000188677	protein_coding	PARVB	50.79	1628	1360
ENSG00000188690	protein_coding	UROS	46.11	807	748
ENSG00000188706	protein_coding	ZDHHC9	43.4	8380	4973
ENSG00000188725	protein_coding	SMIM15	36.56	4122	3261
ENSG00000188730	protein_coding	VWC2	39.85	801	520
ENSG00000188735	protein_coding	TMEM120B	51.94	476	456
ENSG00000188739	protein_coding	RBM34	44.35	1116	983
ENSG00000188760	protein_coding	TMEM198	56.18	491	448
ENSG00000188766	protein_coding	SPRED3	56.25	400	348
ENSG00000188786	protein_coding	MTF1	43.6	3471	2732
ENSG00000188803	protein_coding	SHISA6	43.69	926	485
ENSG00000188807	protein_coding	TMEM201	59.34	892	767
ENSG00000188811	protein_coding	NHLRC3	37.72	339	328
ENSG00000188827	protein_coding	SLX4	52.41	84	76
ENSG00000188846	protein_coding	RPL14	44.36	52174	11915
ENSG00000188848	protein_coding	BEND4	42.27	121	112
ENSG00000188859	protein_coding	FAM78B	45.08	90	81
ENSG00000188878	protein_coding	FBF1	53.45	558	522
ENSG00000188895	protein_coding	MSL1	46.08	4124	3227
ENSG00000188906	protein_coding	LRRK2	35.24	21	19
ENSG00000188917	protein_coding	TRMT2B	44.9	477	448
ENSG00000188931	protein_coding	CFAP126	42.27	4	3
ENSG00000188976	protein_coding	NOC2L	59.54	679	635
ENSG00000188986	protein_coding	NELFB	56.43	1734	1536
ENSG00000188994	protein_coding	ZNF292	37.68	2256	1980
ENSG00000188997	protein_coding	KCTD21	47.89	287	274
ENSG00000189001	protein_coding	SBSN	57.65	694	607
ENSG00000189007	protein_coding	ADAT2	38.38	85	79
ENSG00000189043	protein_coding	NDUFA4	37.54	44844	9837
ENSG00000189046	protein_coding	ALKBH2	51.05	244	208
ENSG00000189050	protein_coding	RNFT1	38.09	542	483
ENSG00000189056	protein_coding	RELN	37.49	3542	1166
ENSG00000189058	protein_coding	APOD	45.96	23443	6672
ENSG00000189060	protein_coding	H1F0	53.2	16610	7510
ENSG00000189067	protein_coding	LITAF	49.14	11752	6074
ENSG00000189077	protein_coding	TMEM120A	61.55	534	509
ENSG00000189079	protein_coding	ARID2	36.08	1245	1140
ENSG00000189091	protein_coding	SF3B3	43.72	791	734
ENSG00000189108	protein_coding	IL1RAPL2	37.45	41	37
ENSG00000189114	protein_coding	BLOC1S3	50.27	640	604
ENSG00000189127	protein_coding	ANKRD34B	42.57	445	340
ENSG00000189134	protein_coding	NKAPL	45.01	240	222
ENSG00000189171	protein_coding	S100A13	50.76	6254	4209
ENSG00000189184	protein_coding	PCDH18	36.59	37	28
ENSG00000189195	protein_coding	BTBD8	38.18	170	159
ENSG00000189221	protein_coding	MAOA	40.27	922	856
ENSG00000189227	protein_coding	C15orf61	38.9	2607	2191
ENSG00000189241	protein_coding	TSPYL1	39.82	2891	2336
ENSG00000189266	protein_coding	PNRC2	43.87	2414	2089
ENSG00000189283	protein_coding	FHIT	38.91	104	97
ENSG00000189298	protein_coding	ZKSCAN3	45	1254	1151
ENSG00000189306	protein_coding	RRP7A	57.5	2247	1908
ENSG00000189308	protein_coding	LIN54	39.03	506	482
ENSG00000189319	protein_coding	FAM53B	52.7	4286	3243
ENSG00000189325	protein_coding	BNIP5	49.57	19	17
ENSG00000189337	protein_coding	KAZN	45.46	5454	3876
ENSG00000189339	protein_coding	SLC35E2B	53.57	438	417
ENSG00000189367	protein_coding	KIAA0408	35.04	1683	1450
ENSG00000189369	protein_coding	GSPT2	44.72	73	67
ENSG00000189376	protein_coding	C8orf76	43.71	1054	973
ENSG00000189409	protein_coding	MMP23B	70.33	24	4
ENSG00000189410	protein_coding	SH2D5	61.39	529	461
ENSG00000189431	protein_coding	RASSF10	58.95	11	9
ENSG00000196072	protein_coding	BLOC1S2	47.31	6048	4437
ENSG00000196083	protein_coding	IL1RAP	37.94	4289	3250
ENSG00000196090	protein_coding	PTPRT	42.34	949	480
ENSG00000196104	protein_coding	SPOCK3	34.82	4191	2943
ENSG00000196109	protein_coding	ZNF676	38.49	34	27
ENSG00000196116	protein_coding	TDRD7	38.85	616	585
ENSG00000196123	protein_coding	KIAA0895L	56.57	371	346
ENSG00000196139	protein_coding	AKR1C3	40.4	73	40
ENSG00000196141	protein_coding	SPATS2L	40.19	1510	1045
ENSG00000196151	protein_coding	WDSUB1	39.11	519	493
ENSG00000196169	protein_coding	KIF19	57.06	94	87
ENSG00000196177	protein_coding	ACADSB	40.72	1157	1034
ENSG00000196182	protein_coding	STK40	52.28	366	352
ENSG00000196187	protein_coding	TMEM63A	51.62	6013	4199
ENSG00000196189	protein_coding	SEMA4A	51.59	33	30
ENSG00000196199	protein_coding	MPHOSPH8	43.32	4492	3297
ENSG00000196220	protein_coding	SRGAP3	45.29	2051	1532
ENSG00000196227	protein_coding	FAM217B	42.7	969	744
ENSG00000196233	protein_coding	LCOR	39.58	338	318
ENSG00000196235	protein_coding	SUPT5H	51.42	1868	1625
ENSG00000196262	protein_coding	PPIA	47.06	18227	7149
ENSG00000196277	protein_coding	GRM7	37.8	192	178
ENSG00000196284	protein_coding	SUPT3H	36.3	160	154
ENSG00000196290	protein_coding	NIF3L1	41.02	547	507
ENSG00000196305	protein_coding	IARS	41.23	1814	1611
ENSG00000196338	protein_coding	NLGN3	52.1	2302	1847
ENSG00000196353	protein_coding	CPNE4	38.99	597	424
ENSG00000196357	protein_coding	ZNF565	45.12	97	87
ENSG00000196361	protein_coding	ELAVL3	53.1	31513	9507
ENSG00000196363	protein_coding	WDR5	55.32	200	193
ENSG00000196365	protein_coding	LONP1	57.82	1106	1027
ENSG00000196367	protein_coding	TRRAP	46.32	1276	1124
ENSG00000196372	protein_coding	ASB13	50.97	788	682
ENSG00000196376	protein_coding	SLC35F1	38.48	532	396
ENSG00000196396	protein_coding	PTPN1	43.56	1884	1636
ENSG00000196405	protein_coding	EVL	45.48	3662	2423
ENSG00000196408	protein_coding	NOXO1	63.61	84	78
ENSG00000196415	protein_coding	PRTN3	58.03	12	10
ENSG00000196419	protein_coding	XRCC6	46.22	545	525
ENSG00000196420	protein_coding	S100A5	52.52	9	3
ENSG00000196422	protein_coding	PPP1R26	59.96	91	77
ENSG00000196428	protein_coding	TSC22D2	36.52	1026	942
ENSG00000196431	protein_coding	CRYBA4	47.38	293	262
ENSG00000196437	protein_coding	ZNF569	39.27	533	502
ENSG00000196440	protein_coding	ARMCX4	41.06	293	271
ENSG00000196449	protein_coding	YRDC	49.58	2097	1864
ENSG00000196455	protein_coding	PIK3R4	36.67	761	705
ENSG00000196458	protein_coding	ZNF605	46.54	201	185
ENSG00000196459	protein_coding	TRAPPC2	42.18	2890	2421
ENSG00000196465	protein_coding	MYL6B	53.91	1090	775
ENSG00000196466	protein_coding	ZNF799	41.86	40	38
ENSG00000196470	protein_coding	SIAH1	45.2	895	802
ENSG00000196482	protein_coding	ESRRG	38.06	27	25
ENSG00000196497	protein_coding	IPO4	58.1	703	645
ENSG00000196498	protein_coding	NCOR2	57.37	2110	1840
ENSG00000196504	protein_coding	PRPF40A	36.31	2371	2069
ENSG00000196505	protein_coding	GDAP2	36.54	285	264
ENSG00000196510	protein_coding	ANAPC7	45.87	699	662
ENSG00000196517	protein_coding	SLC6A9	56.44	4294	3174
ENSG00000196526	protein_coding	AFAP1	46.39	1058	919
ENSG00000196531	protein_coding	NACA	47.57	19430	8573
ENSG00000196535	protein_coding	MYO18A	53.74	3152	2566
ENSG00000196544	protein_coding	BORCS6	65.58	1978	1727
ENSG00000196547	protein_coding	MAN2A2	55.3	2779	2283
ENSG00000196550	protein_coding	FAM72A	42.13	74	69
ENSG00000196557	protein_coding	CACNA1H	65.12	60	55
ENSG00000196562	protein_coding	SULF2	50.48	3834	2937
ENSG00000196569	protein_coding	LAMA2	36.02	766	706
ENSG00000196576	protein_coding	PLXNB2	64.97	561	512
ENSG00000196581	protein_coding	AJAP1	52.4	128	111
ENSG00000196586	protein_coding	MYO6	37.66	5409	3859
ENSG00000196591	protein_coding	HDAC2	38.55	1314	1197
ENSG00000196605	protein_coding	ZNF846	45.78	67	58
ENSG00000196628	protein_coding	TCF4	37.78	25279	8624
ENSG00000196632	protein_coding	WNK3	40.03	295	263
ENSG00000196636	protein_coding	SDHAF3	38.69	1321	1181
ENSG00000196642	protein_coding	RABL6	57.06	2562	2156
ENSG00000196652	protein_coding	ZKSCAN5	46.16	470	435
ENSG00000196655	protein_coding	TRAPPC4	48.86	7022	4731
ENSG00000196659	protein_coding	TTC30B	42.72	55	52
ENSG00000196660	protein_coding	SLC30A10	39.85	35	33
ENSG00000196663	protein_coding	TECPR2	47.28	1627	1441
ENSG00000196670	protein_coding	ZFP62	42.93	993	929
ENSG00000196678	protein_coding	ERI2	40.84	98	93
ENSG00000196683	protein_coding	TOMM7	41.61	9314	5443
ENSG00000196700	protein_coding	ZNF512B	63.54	310	283
ENSG00000196712	protein_coding	NF1	37.62	2782	2311
ENSG00000196715	protein_coding	VKORC1L1	41.25	1530	1294
ENSG00000196730	protein_coding	DAPK1	45.13	770	602
ENSG00000196739	protein_coding	COL27A1	52.26	933	834
ENSG00000196743	protein_coding	GM2A	47.41	1827	1647
ENSG00000196776	protein_coding	CD47	37.38	11927	6519
ENSG00000196781	protein_coding	TLE1	43.5	2610	2169
ENSG00000196782	protein_coding	MAML3	41.6	105	98
ENSG00000196792	protein_coding	STRN3	38.51	2402	1985
ENSG00000196793	protein_coding	ZNF239	42.81	1283	1102
ENSG00000196814	protein_coding	MVB12B	47.23	3180	2601
ENSG00000196843	protein_coding	ARID5A	55.34	466	400
ENSG00000196850	protein_coding	PPTC7	42.74	894	797
ENSG00000196865	protein_coding	NHLRC2	35.52	67	62
ENSG00000196872	protein_coding	KIAA1211L	46.02	76	67
ENSG00000196876	protein_coding	SCN8A	41.03	3345	2170
ENSG00000196878	protein_coding	LAMB3	49.93	42	36
ENSG00000196914	protein_coding	ARHGEF12	37.52	2483	1964
ENSG00000196923	protein_coding	PDLIM7	60.73	982	754
ENSG00000196924	protein_coding	FLNA	62.28	38	37
ENSG00000196935	protein_coding	SRGAP1	39.42	1011	914
ENSG00000196937	protein_coding	FAM3C	35.92	1482	1251
ENSG00000196943	protein_coding	NOP9	50.63	366	351
ENSG00000196950	protein_coding	SLC39A10	38.48	470	414
ENSG00000196961	protein_coding	AP2A1	54.57	12903	6610
ENSG00000196967	protein_coding	ZNF585A	40.77	45	43
ENSG00000196968	protein_coding	FUT11	47.53	422	398
ENSG00000196975	protein_coding	ANXA4	41.93	33	31
ENSG00000196990	protein_coding	FAM163B	57.82	357	311
ENSG00000196998	protein_coding	WDR45	49.75	1601	1452
ENSG00000197006	protein_coding	METTL9	42.83	4937	3788
ENSG00000197019	protein_coding	SERTAD1	52.5	115	109
ENSG00000197024	protein_coding	ZNF398	45.9	888	791
ENSG00000197043	protein_coding	ANXA6	48.97	544	493
ENSG00000197045	protein_coding	GMFB	36.63	2136	1826
ENSG00000197050	protein_coding	ZNF420	41.83	51	46
ENSG00000197056	protein_coding	ZMYM1	41.67	277	255
ENSG00000197061	protein_coding	HIST1H4C	49.66	92	84
ENSG00000197062	protein_coding	ZSCAN26	41.65	233	219
ENSG00000197063	protein_coding	MAFG	60.3	3616	2833
ENSG00000197070	protein_coding	ARRDC1	60.75	160	146
ENSG00000197081	protein_coding	IGF2R	45.55	316	286
ENSG00000197093	protein_coding	GAL3ST4	52.79	214	196
ENSG00000197102	protein_coding	DYNC1H1	47.38	6613	4508
ENSG00000197106	protein_coding	SLC6A17	50.59	2853	1462
ENSG00000197111	protein_coding	PCBP2	43.79	11693	6936
ENSG00000197114	protein_coding	ZGPAT	49.61	231	205
ENSG00000197119	protein_coding	SLC25A29	57.04	841	773
ENSG00000197121	protein_coding	PGAP1	36	1526	1359
ENSG00000197122	protein_coding	SRC	54.1	428	388
ENSG00000197142	protein_coding	ACSL5	42.89	497	455
ENSG00000197147	protein_coding	LRRC8B	38.63	2651	2249
ENSG00000197150	protein_coding	ABCB8	57.04	1711	1501
ENSG00000197157	protein_coding	SND1	42.44	1011	940
ENSG00000197170	protein_coding	PSMD12	40.02	2891	2247
ENSG00000197177	protein_coding	ADGRA1	60.33	1267	809
ENSG00000197183	protein_coding	NOL4L	54.39	1544	1373
ENSG00000197223	protein_coding	C1D	38.27	7364	4865
ENSG00000197226	protein_coding	TBC1D9B	54.22	1333	1219
ENSG00000197256	protein_coding	KANK2	52.98	24	21
ENSG00000197265	protein_coding	GTF2E2	39.43	1197	1119
ENSG00000197296	protein_coding	FITM2	49.34	876	812
ENSG00000197299	protein_coding	BLM	40.73	19	14
ENSG00000197312	protein_coding	DDI2	42.42	945	839
ENSG00000197321	protein_coding	SVIL	43.61	25	11
ENSG00000197323	protein_coding	TRIM33	38.21	870	809
ENSG00000197324	protein_coding	LRP10	55.43	1279	1178
ENSG00000197329	protein_coding	PELI1	36.89	3398	2819
ENSG00000197343	protein_coding	ZNF655	42.73	860	800
ENSG00000197345	protein_coding	MRPL21	50.69	2415	1978
ENSG00000197355	protein_coding	UAP1L1	61.53	451	433
ENSG00000197380	protein_coding	DACT3	54.78	3053	2502
ENSG00000197381	protein_coding	ADARB1	45.43	1178	914
